,Erecall,Eprecision,Efmeasure,ePMI,eIFA,ePopt,cErecall,cEprecision,cEfmeasure,cPMI,cIFA,cPopt,recall,precision,accuracy,F1,Pf,G1,AUC,MCC
0,0.3405982905982906,0.5608726249120338,0.42382345120978465,0.2584106201127478,24.0,0.49368630944285974,0.3405982905982906,0.5608726249120338,0.42382345120978465,0.2584106201127478,24.0,0.49368630944285974,0.4256410256410256,0.5946268656716418,0.6321818181818182,0.49613947696139477,0.214873417721519,0.5520168883825353,0.6053838039597532,0.22642908478559773
1,0.35572782084409993,0.5669183253260124,0.4371526858957397,0.26495726495726496,15.0,0.5140957084297667,0.35572782084409993,0.5669183253260124,0.4371526858957397,0.26495726495726496,15.0,0.5140957084297667,0.4599483204134367,0.6088939566704675,0.6472727272727272,0.5240431795878312,0.21585903083700442,0.5798045602605864,0.6220446447882161,0.25867716730678963
2,0.3650592216582064,0.57114493712773,0.44541935483870965,0.2747772322240407,21.0,0.5085382382365969,0.3650592216582064,0.57114493712773,0.44541935483870965,0.2747772322240407,21.0,0.5085382382365969,0.46277495769881555,0.607103218645949,0.6403636363636364,0.5252040326452233,0.22576530612244897,0.5792944739785155,0.6185048257881833,0.2499867256861943
3,0.3635585970915312,0.5541069100391134,0.4390495867768595,0.2789598108747045,20.0,0.5083692594431092,0.3635585970915312,0.5541069100391134,0.4390495867768595,0.2789598108747045,20.0,0.5083692594431092,0.45979469632164244,0.5900109769484083,0.6345454545454545,0.516826923076923,0.23624288425047438,0.5740197801760449,0.6117759060355841,0.23480175137724385
4,0.3472821397756687,0.575,0.4330285099515868,0.2545917439534461,16.0,0.5062705555026399,0.3472821397756687,0.575,0.4330285099515868,0.2545917439534461,16.0,0.5062705555026399,0.4339948231233822,0.6137888956680903,0.6463636363636364,0.5084660096032347,0.19893148962916404,0.5629826050855388,0.617531666747109,0.25377703358064496
5,0.35286624203821654,0.5803072625698324,0.4388698177977291,0.26041098381523914,15.0,0.5118332144805223,0.35286624203821654,0.5803072625698324,0.4388698177977291,0.26041098381523914,15.0,0.5118332144805223,0.4467091295116773,0.6173708920187794,0.6445454545454545,0.5183542744518355,0.20731319554848968,0.571408091132958,0.6196979669815937,0.25616786773798067
6,0.3561058923996584,0.5556295802798135,0.4340359094457455,0.2729587197672304,47.0,0.5010713868984993,0.3561058923996584,0.5556295802798135,0.4340359094457455,0.2729587197672304,47.0,0.5010713868984993,0.45303159692570455,0.5940649496080627,0.6352727272727273,0.5140503875968992,0.22957568081063964,0.5705584566398534,0.6117279580575326,0.23595527375502698
7,0.3578811369509044,0.5893617021276596,0.4453376205787781,0.2564102564102564,27.0,0.5177648664513259,0.3578811369509044,0.5893617021276596,0.4453376205787781,0.2564102564102564,27.0,0.5177648664513259,0.4315245478036176,0.620049504950495,0.6483636363636364,0.5088877602844083,0.19320327249842667,0.5622976846921263,0.6191606376525953,0.25841075176799133
8,0.3592528236316247,0.5783216783216784,0.4431939978563773,0.26004728132387706,14.0,0.5185972818348547,0.3592528236316247,0.5783216783216784,0.4431939978563773,0.26004728132387706,14.0,0.5185972818348547,0.4417897480451781,0.6053571428571428,0.6458181818181818,0.5107985936715218,0.2073170731707317,0.5673664515243065,0.6172363374372232,0.25112954220045314
9,0.3549473684210526,0.5703653585926928,0.43758110563197505,0.26877614111656667,38.0,0.5039203688036332,0.3549473684210526,0.5703653585926928,0.43758110563197505,0.26877614111656667,38.0,0.5039203688036332,0.4454736842105263,0.6073478760045924,0.6361818181818182,0.5139664804469273,0.21888,0.5673735462521798,0.6132968421052631,0.24126935062751426
