,Erecall,Eprecision,Efmeasure,ePMI,eIFA,ePopt,cErecall,cEprecision,cEfmeasure,cPMI,cIFA,cPopt,recall,precision,accuracy,F1,Pf,G1,AUC,MCC
0,0.5656167979002624,0.6273653566229985,0.5948930296756383,0.37479541734860883,22.0,0.7426123540977165,0.5656167979002624,0.6273653566229985,0.5948930296756383,0.37479541734860883,22.0,0.7426123540977165,0.6867891513560805,0.6547122602168474,0.7192727272727273,0.6703672075149446,0.25762289981331676,0.7135020688782954,0.7145831257713819,0.4265216946118862
1,0.5397435897435897,0.6237037037037036,0.5786941580756014,0.36824877250409166,19.0,0.7788811765300347,0.5397435897435897,0.6237037037037036,0.5786941580756014,0.36824877250409166,19.0,0.7788811765300347,0.6611111111111111,0.6543993231810491,0.7072727272727273,0.6577380952380952,0.25854430379746834,0.6989821755371154,0.7012834036568213,0.4020477816802978
2,0.5455723542116631,0.6051748921897461,0.5738300772376194,0.3795235497363157,22.0,0.7333278442733883,0.5455723542116631,0.6051748921897461,0.5738300772376194,0.3795235497363157,22.0,0.7333278442733883,0.67170626349892,0.6328856328856329,0.6978181818181818,0.651718357082984,0.28320251177394035,0.693519714157897,0.6942518758624898,0.38580857731414936
3,0.5392535392535392,0.6338880484114977,0.5827538247566064,0.3606110201854883,9.0,0.7634196420476513,0.5392535392535392,0.6338880484114977,0.5827538247566064,0.3606110201854883,9.0,0.7634196420476513,0.6516516516516516,0.6630292448712353,0.712,0.6572912159238424,0.24360997159987377,0.7001253134518809,0.7040208400258889,0.4090151364355175
4,0.5418133802816901,0.6264631043256997,0.5810715128628746,0.35733769776322966,23.0,0.7386569718854877,0.5418133802816901,0.6264631043256997,0.5810715128628746,0.35733769776322966,23.0,0.7386569718854877,0.6377640845070423,0.6500672947510094,0.7085454545454546,0.6438569206842923,0.241635687732342,0.6928553597986098,0.6980641983873501,0.39729362510018174
5,0.5459670424978318,0.5512259194395797,0.5485838779956428,0.4153482451354792,19.0,0.7505740039734783,0.5459670424978318,0.5512259194395797,0.5485838779956428,0.4153482451354792,19.0,0.7505740039734783,0.6426712922810061,0.5818610129564193,0.6565454545454545,0.6107562332577786,0.33343769567939885,0.6543988156360762,0.6546167983008037,0.3060113839737719
6,0.5382608695652173,0.623991935483871,0.5779645191409897,0.3607928714311693,16.0,0.7390752735168513,0.5382608695652173,0.623991935483871,0.5779645191409897,0.3607928714311693,16.0,0.7390752735168513,0.6404347826086957,0.6509058771542201,0.706,0.6456278763971072,0.246875,0.6922235438644385,0.6967798913043478,0.3944899943889397
7,0.530532698137722,0.585844093735055,0.5568181818181819,0.3802509547190398,45.0,0.712138518160231,0.530532698137722,0.585844093735055,0.5568181818181819,0.3802509547190398,45.0,0.712138518160231,0.6561281940233867,0.623200329082682,0.6890909090909091,0.6392405063291139,0.28705734879348166,0.6833565637720153,0.6845354226149525,0.3667703201378461
8,0.5444980271810609,0.6040856031128404,0.5727461378833294,0.3738861611202037,18.0,0.7334830532081579,0.5444980271810609,0.6040856031128404,0.5727461378833294,0.3738861611202037,18.0,0.7334830532081579,0.6707584392810171,0.6393648140409528,0.7065454545454546,0.6546854942233632,0.26809568188878535,0.6999986212395523,0.7013313786961158,0.4001498129876824
9,0.561426116838488,0.5293641150263264,0.5449239107775693,0.44899072558647024,18.0,0.741249871364124,0.561426116838488,0.5293641150263264,0.5449239107775693,0.44899072558647024,18.0,0.741249871364124,0.6713917525773195,0.5622302158273381,0.6396363636363637,0.6119812059514487,0.38366960907944514,0.6426838948389937,0.6438610717489373,0.28433119768737497
10,0.5194636678200693,0.5431931252826775,0.5310634534600929,0.40207310420076375,16.0,0.7286462443249465,0.5194636678200693,0.5431931252826775,0.5310634534600929,0.40207310420076375,16.0,0.7286462443249465,0.6544117647058824,0.5859798605731991,0.6603636363636364,0.6183081324070291,0.33531994981179425,0.6595059414319586,0.659545907447044,0.31560797783502503
11,0.523300555793074,0.5449688334817453,0.5339149400218103,0.40843789779959994,32.0,0.7397798768822357,0.523300555793074,0.5449688334817453,0.5339149400218103,0.40843789779959994,32.0,0.7397798768822357,0.639162035057717,0.5801319363601086,0.6498181818181819,0.6082180634662326,0.3422967415374881,0.6483001052513454,0.6484326467601145,0.2941136420571681
12,0.5430579964850615,0.6220432813286362,0.5798733286418015,0.3613384251682124,12.0,0.7459721074625271,0.5430579964850615,0.6220432813286362,0.5798733286418015,0.3613384251682124,12.0,0.7459721074625271,0.6766256590509666,0.6533729316928298,0.7176363636363636,0.6647960284912584,0.2534119106699752,0.7098872654331603,0.7116068741904957,0.421202976230218
13,0.5304535637149028,0.6538871139510117,0.5857381349868829,0.3415166393889798,5.0,0.7420929218147602,0.5304535637149028,0.6538871139510117,0.5857381349868829,0.3415166393889798,5.0,0.7420929218147602,0.6764578833693304,0.684739833843463,0.7327272727272728,0.6805736636245111,0.22637362637362637,0.7217865537085654,0.7250421284978521,0.4508536535922304
14,0.5026178010471204,0.5368126747437092,0.5191527715187021,0.39025277323149665,35.0,0.7276234842805483,0.5026178010471204,0.5368126747437092,0.5191527715187021,0.39025277323149665,35.0,0.7276234842805483,0.6108202443280978,0.5723630417007359,0.6476363636363637,0.5909666525960322,0.3260598503740648,0.6408296656625563,0.6423801969770164,0.28251488122231194
15,0.5696366782006921,0.637772397094431,0.6017820424948594,0.375522822331333,23.0,0.8027908761487285,0.5696366782006921,0.637772397094431,0.6017820424948594,0.375522822331333,23.0,0.8027908761487285,0.6885813148788927,0.6663876098786103,0.7241818181818181,0.6773027015528612,0.25,0.7179795550210462,0.7192906574394464,0.4367622715661011
16,0.5405057865409344,0.61572265625,0.5756676557863502,0.3724313511547554,13.0,0.7536967637459431,0.5405057865409344,0.61572265625,0.5756676557863502,0.3724313511547554,13.0,0.7536967637459431,0.6660951564509215,0.6469608659450458,0.7041818181818181,0.6563885955649419,0.26776128828544365,0.697602583106726,0.6991669340827389,0.3969185777576382
17,0.50625269512721,0.5829195630585898,0.5418878375259636,0.3662484088016003,30.0,0.6974392795025951,0.50625269512721,0.5829195630585898,0.5418878375259636,0.3662484088016003,30.0,0.6974392795025951,0.6308753773178094,0.6147058823529412,0.6776363636363636,0.622685677803788,0.28827412763281984,0.6688662451071631,0.6713006248424949,0.3414722184968423
18,0.46227233304423243,0.554630593132154,0.5042573320719016,0.34951809419894525,4.0,0.6457083186937915,0.46227233304423243,0.554630593132154,0.5042573320719016,0.34951809419894525,4.0,0.6457083186937915,0.5737207285342585,0.5946067415730337,0.6572727272727272,0.5839770470094902,0.28240450845335,0.63764305257042,0.6456581100404543,0.292880942716692
19,0.5111016225448335,0.6418230563002681,0.5690515806988353,0.33915257319512637,14.0,0.7272483589506152,0.5111016225448335,0.6418230563002681,0.5690515806988353,0.33915257319512637,14.0,0.7272483589506152,0.6280956447480786,0.6710766423357665,0.7105454545454546,0.6488751654168504,0.22830905636478785,0.6925280250736221,0.6998932941916455,0.4037613126411638
20,0.5597706219673577,0.6045736064792758,0.581310123683005,0.3817057646844881,37.0,0.7490220393787642,0.5597706219673577,0.6045736064792758,0.581310123683005,0.3817057646844881,37.0,0.7490220393787642,0.6951918835465373,0.6388325901905147,0.7123636363636363,0.6658217152513729,0.2755954222084751,0.7094976588064305,0.709798230669031,0.41527869334750844
21,0.5163370593293207,0.6152663934426229,0.5614773258532024,0.3549736315693762,25.0,0.734912300679845,0.5163370593293207,0.6152663934426229,0.5614773258532024,0.3549736315693762,25.0,0.734912300679845,0.5898538263112639,0.6363636363636364,0.684,0.6122266845158411,0.24700693131695023,0.6615137502335113,0.6714234474971568,0.34693732401581195
